file_number,object_def_description,licence_number,application_status,latitude,longitude,premises_name,street_address,city,province,postal_code,address,public_notice_deadline,is_latest_version,licence_status,application_type,licence_type_en,application_status_fr,areas,address_id
1596882,NA,CRSA1234987,Authorized to Open,44.2375608552702,-76.5724446806219,Sessions Cannabis,1718 BATH RD UNIT 2,KINGSTON,ON,K7M4Y2,"1718 BATH RD UNIT 2, KINGSTON, ON, K7M4Y2",9/21/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,77225047
1597156,NA,CRSA1173741,Authorized to Open,43.5475666738705,-80.2507484725602,THE GREEN ROOM CANNABIS - WYNDHAM N,164 WYNDHAM ST N,GUELPH,ON,N1H4E8,"164 WYNDHAM ST N, GUELPH, ON, N1H4E8",1/1/1900 12:00:00 AM,Y,Active,Change Application - Adding and/or Changing Name(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,92902
1597195,NA,CRSA1235004,Authorized to Open,50.0978200138071,-91.9141399822729,T CANNABIS NW,37 FRONT ST,SIOUX LOOKOUT,ON,P8T1H4,"37 FRONT ST, SIOUX LOOKOUT, ON, P8T1H4",2/28/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,96226976
1597524,NA,CRSA1239680,Authorized to Open,43.7273306508454,-79.4316597103986,Dope Cannabis,3430 BATHURST ST,NORTH YORK,ON,M6A2C2,"3430 BATHURST ST, NORTH YORK, ON, M6A2C2",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,50419
1598309,NA,CRSA1235088,Authorized to Open,43.2553965714698,-79.885712828207,CLOUDED,188 LOCKE ST S,HAMILTON,ON,L8P4B3,"188 LOCKE ST S, HAMILTON, ON, L8P4B3",3/31/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,24144030
1601925,NA,CRSA1235552,Authorized to Open,45.4101200054447,-75.6978999803299,Bluebird Cannabis Gladstone,502 GLADSTONE AVE,OTTAWA,ON,K1R5P1,"502 GLADSTONE AVE, OTTAWA, ON, K1R5P1",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,84023732
1602382,NA,CRSA1209078,Authorized to Open,46.5021461886628,-80.9442936836091,HIGHLIFE CANNABIS SUDBURY,1299 MARCUS DR,SUDBURY,ON,P3B4K6,"1299 MARCUS DR, SUDBURY, ON, P3B4K6",1/1/1900 12:00:00 AM,Y,Active,Change Application - Add or Remove Condition(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,173515
1606372,NA,CRSA1236685,Authorized to Open,43.6583568420568,-79.4425558730164,Value Buds,1287 BLOOR ST W,TORONTO,ON,M6H1N7,"1287 BLOOR ST W, TORONTO, ON, M6H1N7",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,271486
1606815,NA,CRSA1235855,Authorized to Open,45.2339899843717,-75.6773100028175,Blue Haven Cannabis,990 RIVER RD UNIT 8,MANOTICK,ON,K4M1B9,"990 RIVER RD UNIT 8, MANOTICK, ON, K4M1B9",4/16/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,96490328
1607114,NA,CRSA1206441,Authorized to Open,43.7974557479946,-79.4198739792836,HIGHLIFE YONGE AND STEELES,6375 YONGE ST,NORTH YORK,ON,M2M3X9,"6375 YONGE ST, NORTH YORK, ON, M2M3X9",1/1/1900 12:00:00 AM,Y,Active,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44068266
1608837,NA,CRSA1236066,Authorized to Open,43.6968299949993,-79.7474200277344,The POTery,239 QUEEN ST E UNIT 4,BRAMPTON,ON,L6W2B6,"239 QUEEN ST E UNIT 4, BRAMPTON, ON, L6W2B6",5/7/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,96597327
1609258,NA,CRSA1235998,Authorized to Open,43.1615747582378,-79.2246067589589,My Cannabis Shoppe,216 QUEENSTON ST,ST CATHARINES,ON,L2P2W8,"216 QUEENSTON ST, ST CATHARINES, ON, L2P2W8",3/31/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,199236
1609359,NA,CRSA1236022,Authorized to Open,43.9149230985262,-78.873336301906,Spot420 The Cannabis Store,682 HORTOP ST,OSHAWA,ON,L1G4N6,"682 HORTOP ST, OSHAWA, ON, L1G4N6",3/26/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,96571640
1610076,NA,CRSA1236222,Authorized to Open,43.7396992806996,-79.4234402754453,TOKE AND TELL CANNABIS,184 WILSON AVE,NORTH YORK,ON,M5M4N7,"184 WILSON AVE, NORTH YORK, ON, M5M4N7",4/27/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,98800887
1610083,NA,CRSA1236684,Authorized to Open,43.6590551723699,-79.349137155433,Value Buds,728 QUEEN ST E,TORONTO,ON,M4M1H2,"728 QUEEN ST E, TORONTO, ON, M4M1H2",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44271783
1610114,NA,CRSA1236683,Authorized to Open,43.4060414369261,-79.8071812198633,Value Buds,2485 APPLEBY LINE UNIT G1,BURLINGTON,ON,L7L0B6,"2485 APPLEBY LINE UNIT G1, BURLINGTON, ON, L7L0B6",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44592424
1610128,NA,CRSA1236682,Authorized to Open,43.262055137371,-79.8875978828841,Value Buds,631 KING ST W,HAMILTON,ON,L8P1C4,"631 KING ST W, HAMILTON, ON, L8P1C4",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,64627657
1610153,NA,CRSA1236681,Authorized to Open,43.6653752051185,-79.4101567363379,Value Buds,500 BLOOR ST W UNIT 1,TORONTO,ON,M5S1Y3,"500 BLOOR ST W UNIT 1, TORONTO, ON, M5S1Y3",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67726688
1610168,NA,CRSA1236680,Authorized to Open,43.3307300057871,-79.8192700370305,Value Buds,1235 FAIRVIEW ST UNIT A,BURLINGTON,ON,L7S 2H9,"1235 FAIRVIEW ST UNIT A, BURLINGTON, ON, L7S 2H9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76594520
1610196,NA,CRSA1236678,Authorized to Open,43.0115783,-81.1958023,Value Buds,1631 OXFORD ST E SUITE 4,LONDON,ON,N5V2Z4,"1631 OXFORD ST E SUITE 4, LONDON, ON, N5V2Z4",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,31595273
1610212,NA,CRSA1236677,Authorized to Open,44.4888113669188,-80.0518388248553,Value Buds,1295 MOSLEY ST UNIT 5,WASAGA BEACH,ON,L9Z2Y7,"1295 MOSLEY ST UNIT 5, WASAGA BEACH, ON, L9Z2Y7",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76796364
1610234,NA,CRSA1236676,Authorized to Open,44.60896399557,-80.592604594841,Value Buds,100 SYKES ST N,MEAFORD,ON,N4L1W9,"100 SYKES ST N, MEAFORD, ON, N4L1W9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76524025
1610268,NA,CRSA1236675,Authorized to Open,43.1186699928337,-79.0986299603705,Value Buds,3714 PORTAGE RD UNIT 210,NIAGARA FALLS,ON,L2J2K9,"3714 PORTAGE RD UNIT 210, NIAGARA FALLS, ON, L2J2K9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76675539
1610279,NA,CRSA1236674,Authorized to Open,43.5406300022922,-80.2451200039336,Value Buds,73 GORDON ST,GUELPH,ON,N1H4H5,"73 GORDON ST, GUELPH, ON, N1H4H5",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,80677518
1610296,NA,CRSA1236673,Authorized to Open,43.7238811873553,-79.8115319926784,Value Buds,10886 HURONTARIO ST SUITE A013,BRAMPTON,ON,L7A3R9,"10886 HURONTARIO ST SUITE A013, BRAMPTON, ON, L7A3R9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,82160979
1610305,NA,CRSA1236672,Authorized to Open,43.7122500146331,-79.7224100212205,Value Buds,100 PEEL CENTRE DR UNIT 5,BRAMPTON,ON,L6T4G8,"100 PEEL CENTRE DR UNIT 5, BRAMPTON, ON, L6T4G8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,91960439
1610315,NA,CRSA1236671,Authorized to Open,43.6783845575727,-79.7207659467793,VALUE BUDS,90 RESOLUTION DR UNIT 103,BRAMPTON,ON,L6W0A7,"90 RESOLUTION DR UNIT 103, BRAMPTON, ON, L6W0A7",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77333704
1610323,NA,CRSA1236670,Authorized to Open,43.7214600079327,-79.4568600130532,Value Buds,3300 DUFFERIN ST. UNIT E,NORTH YORK,ON,M6A2T5,"3300 DUFFERIN ST. UNIT E, NORTH YORK, ON, M6A2T5",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,89085528
1610330,NA,CRSA1236669,Authorized to Open,43.5053494358385,-80.5374027293563,Value Buds,628 KING ST N UNIT A4,WATERLOO,ON,N2V0C7,"628 KING ST N UNIT A4, WATERLOO, ON, N2V0C7",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,44707531
1610336,NA,CRSA1236668,Authorized to Open,43.6818999814251,-79.8154899663364,Value Buds,17 WORTHINGTON AVE UNIT 7,BRAMPTON,ON,L7A2Y7,"17 WORTHINGTON AVE UNIT 7, BRAMPTON, ON, L7A2Y7",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,71884947
1610341,NA,CRSA1236667,Authorized to Open,43.2541809181715,-79.8271124373884,Value Buds,859 BARTON ST E,HAMILTON,ON,L8L3B4,"859 BARTON ST E, HAMILTON, ON, L8L3B4",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,194604
1610347,NA,CRSA1236666,Authorized to Open,44.3202800184117,-79.8875900078042,Value Buds,4 PINE RIVER RD UNIT 3,ANGUS,ON,L0M1B2,"4 PINE RIVER RD UNIT 3, ANGUS, ON, L0M1B2",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,76410284
1610910,NA,CRSA1236687,Authorized to Open,43.6881999874898,-79.3003200084438,Value Buds,2575 DANFORTH AVE UNIT 15,TORONTO,ON,M4C1L5,"2575 DANFORTH AVE UNIT 15, TORONTO, ON, M4C1L5",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77337309
1610940,NA,CRSA1218310,Authorized to Open,42.9723899825348,-81.2524700356892,The Dime on Wortley,162 WORTLEY RD UNIT 1C,LONDON,ON,N6C3P7,"162 WORTLEY RD UNIT 1C, LONDON, ON, N6C3P7",1/1/1900 12:00:00 AM,Y,Active,Change Application - Add or Remove Condition(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,86998626
1612235,NA,CRSA1236363,Authorized to Open,42.3339814406416,-81.9988551109411,SHINYBUD CANNABIS CO BLENHEIM,63B TALBOT ST W,BLENHEIM,ON,N0P1A0,"63B TALBOT ST W, BLENHEIM, ON, N0P1A0",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67577698
1612279,NA,CRSA1236364,Authorized to Open,43.9135399944678,-78.6917500005531,SHINYBUD CANNABIS CO. 191 BOWMANVILLE,"191 CHURCH ST, LOWER FLOOR",BOWMANVILLE,ON,L1C1T8,"191 CHURCH ST, LOWER FLOOR , BOWMANVILLE, ON, L1C1T8",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,71880434
1612301,NA,CRSA1236365,Authorized to Open,42.2603299991509,-82.4326199583861,SHINYBUD CANNABIS CO. TILBURY,5 PROSPECT ST.,TILBURY,ON,N0P 2L0,"5 PROSPECT ST., TILBURY, ON, N0P 2L0",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70733625
1612316,NA,CRSA1236366,Authorized to Open,45.4801200029813,-75.5097799820405,BUDGET BUD ORLEANS TOWN CENTER,250 CENTRUM BLVD UNIT 105A,ORLEANS,ON,K1E3J1,"250 CENTRUM BLVD UNIT 105A, ORLEANS, ON, K1E3J1",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70740211
1612327,NA,CRSA1236367,Authorized to Open,43.8334070206984,-79.0896207812388,SHINYBUD CANNABIS CO. LIVERPOOL RD,1794 LIVERPOOL RD UNIT 10,PICKERING,ON,L1V4G7,"1794 LIVERPOOL RD UNIT 10, PICKERING, ON, L1V4G7",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,77168315
1612348,NA,CRSA1236368,Authorized to Open,43.7763600068988,-79.655120018709,SHINYBUD CANNABIS CO. SEACHART,"23 SEACHART PL, UNIT #2",BRAMPTON,ON,L6P 3E1,"23 SEACHART PL, UNIT #2, BRAMPTON, ON, L6P 3E1",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,78887174
1612356,NA,CRSA1236369,Authorized to Open,43.903024159674,-78.8402351599051,BUDGET BUD OSHAWA,650 KING ST E UNIT 7,OSHAWA,ON,L1H1G5,"650 KING ST E UNIT 7, OSHAWA, ON, L1H1G5",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67323552
1614300,NA,CRSA1236544,Authorized to Open,43.7400856792157,-79.233152529394,STOK'D CANNABIS,2978 EGLINTON AVE E UNIT 1,SCARBOROUGH,ON,M1J2E7,"2978 EGLINTON AVE E UNIT 1, SCARBOROUGH, ON, M1J2E7",6/4/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,96888380
1615703,NA,CRSA1239404,Authorized to Open,43.5047774643659,-80.5250393592821,CANTOPIA CANNABIS CO.,150 WISSLER RD UNIT 2,WATERLOO,ON,N2K3C6,"150 WISSLER RD UNIT 2, WATERLOO, ON, N2K3C6",5/12/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,54454258
1616669,NA,CRSA1236764,Authorized to Open,45.8266839400015,-77.1102580655138,Kushys,100 PEMBROKE ST E SUITE A,PEMBROKE,ON,K8A8A3,"100 PEMBROKE ST E SUITE A, PEMBROKE, ON, K8A8A3",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,68079675
1616693,NA,CRSA1236765,Authorized to Open,45.8883330428922,-77.2609969822528,Kushys,3025 PETAWAWA BLVD UNIT 11,PETAWAWA,ON,K8H1X9,"3025 PETAWAWA BLVD UNIT 11, PETAWAWA, ON, K8H1X9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,70593843
1618715,NA,CRSA1204370,Authorized to Open,43.9110799897048,-78.6841099796277,RUSTIC CANNABIS,122 KING ST E,BOWMANVILLE,ON,L1C1N5,"122 KING ST E, BOWMANVILLE, ON, L1C1N5",1/1/1900 12:00:00 AM,Y,Active,Change Application - Add or Remove Condition(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,79569948
1620127,NA,CRSA1237170,Authorized to Open,45.3744500202008,-75.5979400014495,BlueBird Cannabis Express,3500 HAWTHORNE RD UNIT C,OTTAWA,ON,K1G3W9,"3500 HAWTHORNE RD UNIT C, OTTAWA, ON, K1G3W9",1/1/1900 12:00:00 AM,Y,Active,Change Application  - New Ownership - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,89945949
1621286,NA,CRSA1241903,Authorized to Open,45.0184760824863,-79.3145631250528,Mary Jane Muskoka,440 ECCLESTONE DR UNIT 13,BRACEBRIDGE,ON,P1L1Z6,"440 ECCLESTONE DR UNIT 13 , BRACEBRIDGE, ON, P1L1Z6",5/21/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,100776638
1621587,NA,CRSA1237414,Authorized to Open,44.3820426309594,-77.9792941783995,Sparq Retail,2367 COUNTY ROAD 45,NORWOOD,ON,K0L2V0,"2367 COUNTY ROAD 45, NORWOOD, ON, K0L2V0",4/2/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,97241258
1621691,NA,CRSA1237557,Authorized to Open,43.7677918404944,-79.4719379720519,The 420 Place,1052A FINCH AVE W,NORTH YORK,ON,M3J2E2,"1052A FINCH AVE W, NORTH YORK, ON, M3J2E2",4/7/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,97302256
1622760,NA,CRSA1250792,Authorized to Open,42.8364019015974,-80.3039244191274,1 Stop Cannabis,38 NORFOLK ST S,SIMCOE,ON,N3Y2V9,"38 NORFOLK ST S, SIMCOE, ON, N3Y2V9",7/27/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,101788643
1624964,NA,CRSA1237717,Authorized to Open,46.3275999838149,-79.4664800071467,Happy Life,1307 ALGONQUIN AVE SUITE 1,NORTH BAY,ON,P1B4Y4,"1307 ALGONQUIN AVE SUITE 1, NORTH BAY, ON, P1B4Y4",4/7/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81945365
1626647,NA,CRSA1243915,Authorized to Open,48.1497376822632,-80.0372333824808,Rozbudz,54 GOVERNMENT RD W UNIT A,KIRKLAND LAKE,ON,P2N2E4,"54 GOVERNMENT RD W UNIT A, KIRKLAND LAKE, ON, P2N2E4",5/17/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,99727620
1627076,NA,CRSA1239295,Authorized to Open,48.7847486132685,-87.1121262792089,My Cannabis,1002 HWY 17 UNIT 1,TERRACE BAY,ONTARIO,P0T2W0,"1002 HWY 17 UNIT 1, TERRACE BAY, ONTARIO, P0T2W0",5/17/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,99992210
1629363,NA,CRSA1250601,Authorized to Open,43.6164501838463,-81.5398316837567,Clinton Cannabis,16 KING STREET,CLINTON,ON,N0M 1L0,"16 KING STREET, CLINTON, ON, N0M 1L0",6/29/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,101718863
1631096,NA,CRSA1239037,Authorized to Open,43.0088300132234,-81.3374600193172,Paramount Cannabis Co.,1970 HYDE PARK RD SUITE 1A,LONDON,ON,N6H5L9,"1970 HYDE PARK RD SUITE 1A, LONDON, ON, N6H5L9",5/16/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,80862779
1632794,NA,CRSA1239248,Authorized to Open,44.0971400095602,-78.959869984053,Offside Cannabis,693 QUEEN ST,PORT PERRY,ON,L9L1K6,"693 QUEEN ST, PORT PERRY, ON, L9L1K6",4/27/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,97963124
1633899,NA,CRSA1188866,Authorized to Open,43.6919386730051,-79.7446682969007,NATURE'S CANOPY HOUSE,49 KENNEDY RD S UNIT 3,BRAMPTON,ON,L6W4P4,"49 KENNEDY RD S UNIT 3, BRAMPTON, ON, L6W4P4",1/1/1900 12:00:00 AM,Y,Active,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,53629479
1634105,NA,CRSA1238838,Authorized to Open,42.3113099915494,-82.9424300244741,Canna Cabana,6711 TECUMSEH RD E UNIT 8A,WINDSOR,ON,N8T3K7,"6711 TECUMSEH RD E UNIT 8A, WINDSOR, ON, N8T3K7",10/5/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,97807014
1634481,NA,CRSA1258869,Authorized to Open,43.707072387313,-79.5052365025064,BUDSSMOKE,1812 JANE ST,YORK,ON,M9N2T3,"1812 JANE ST, YORK, ON, M9N2T3",7/15/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,104491867
1635333,NA,CRSA1239005,Authorized to Open,44.1847000104304,-77.394280004033,Tokyo Smoke Belleville,305 NORTH FRONT ST UNIT 4,BELLEVILLE,ON,K8P3C3,"305 NORTH FRONT ST UNIT 4, BELLEVILLE, ON, K8P3C3",5/26/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,90598550
1636006,NA,CRSA1207302,Authorized to Open,43.6817799944811,-79.7647299988962,Growcery Cannabis,178 QUEEN STREET WEST (MAIN FLOOR),BRAMPTON,ON,L6X1V6,"178 QUEEN STREET WEST (MAIN FLOOR), BRAMPTON, ON, L6X1V6",1/1/1900 12:00:00 AM,Y,Active,Change Application - Other Change(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,82788933
1636027,NA,CRSA1239099,Authorized to Open,44.9082590111835,-76.267069435335,The Cannabis Shop,95 DUFFERIN ST UNIT A,PERTH,ON,K7H3A5,"95 DUFFERIN ST UNIT A, PERTH, ON, K7H3A5",6/23/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,81865339
1636034,NA,CRSA1239100,Authorized to Open,45.1315673803216,-76.1191460987976,The Cannabis Shop,545 MCNEELY AVE UNIT 2B,CARLETON PLACE,ON,K7C0A8,"545 MCNEELY AVE UNIT 2B, CARLETON PLACE, ON, K7C0A8",1/1/1900 12:00:00 AM,Y,Active,Change Application  - Legal Entity Change - Cannabis,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67379334
1636168,NA,CRSA1243307,Authorized to Open,45.6071430098299,-74.5848920357343,Shinybud Cannabis Co. 1500 Main,1500 MAIN ST E,HAWKESBURY,ON,K6A1C7,"1500 MAIN ST E, HAWKESBURY, ON, K6A1C7",5/24/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,99721563
1636836,NA,CRSA1222413,Authorized to Open,45.4423099921282,-75.6709000261831,Sessions Cannabis Beechwood,196 BEECHWOOD AVE,VANIER,ON,K1L8A9,"196 BEECHWOOD AVE, VANIER, ON, K1L8A9",1/1/1900 12:00:00 AM,Y,Active,Change Application - Add or Remove Condition(s),Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,89946057
1639128,NA,CRSA1126112,Authorized to Open,43.8792257,-78.8789117,PURPLE MOOSE,575 LAVAL DR SUITE 400,OSHAWA,ON,L1J0B5,"575 LAVAL DR SUITE 400, OSHAWA, ON, L1J0B5",1/1/1900 12:00:00 AM,Y,Active,Renewal Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,33661682
1640906,NA,CRSA1241646,Authorized to Open,43.6773400165501,-79.5059600283885,Above The Clouds Cannabis,259 SCARLETT RD,YORK,ON,M6N4K9,"259 SCARLETT RD, YORK, ON, M6N4K9",5/10/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,92836226
1643912,NA,CRSA1241906,Authorized to Open,44.2585589942795,-76.521836117153,ShinyBud Cannabis Co. 83 Aberfoyle,83 ABERFOYLE RD UNIT 3,KINGSTON,ON,K7M7B5,"83 ABERFOYLE RD UNIT 3, KINGSTON, ON, K7M7B5",5/14/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,98899067
1645910,NA,CRSA1240646,Authorized to Open,42.9244900042771,-81.2399799941294,Lit Cannabis,1440 JALNA BLVD UNIT 4,LONDON,ON,N6E3P2,"1440 JALNA BLVD UNIT 4, LONDON, ON, N6E3P2",4/20/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,98442303
1647314,NA,CRSA1241368,Authorized to Open,43.7423681205802,-79.224252560746,Fire & Flower Cannabis Co.,3132 EGLINTON AVE E UNIT B1,SCARBOROUGH,ON,M1J2H1,"3132 EGLINTON AVE E UNIT B1, SCARBOROUGH, ON, M1J2H1",6/6/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,98700529
1648783,NA,CRSA1241595,Authorized to Open,42.3057819168576,-82.913177601487,Regulators Cannabis,3099 FOREST GLADE DR,WINDSOR,ON,N8R1W6,"3099 FOREST GLADE DR, WINDSOR, ON, N8R1W6",5/11/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,98800499
1649961,NA,CRSA1250751,Authorized to Open,43.6496034748975,-79.4296074132668,Nomade Cannabis,1428 DUNDAS ST W,TORONTO,ON,M6J1Y5,"1428 DUNDAS ST W, TORONTO, ON, M6J1Y5",1/1/1900 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,NA,67314138
1651091,NA,CRSA1241367,Authorized to Open,43.6884970741242,-79.3004272903225,Growers Retail,2620 DANFORTH AVE,TORONTO,ON,M4C1L7,"2620 DANFORTH AVE, TORONTO, ON, M4C1L7",4/21/2022 12:00:00 AM,Y,Active,New Application,Cannabis Retail Store Authorization,Autorisè à ouvrir,Indoor Area,204224
